BARANGAY,CRIME_TYPE,YEAR,MONTH
 MALAGOS  ,RAPE,2024,10
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",RAPE, 2024 ,3
WANGAN,RAPE,2024,11
BARANGAY 26-C,RAPE,2024,8
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2024,5
76-A BUCANA,RAPE, 2024 ,5
BARANGAY 11-A,RAPE, 2024 ,6
CABANTIAN,RAPE,2024,1
TUGBOK (POB.),RAPE,2024,7
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",RAPE,2024,5
MAHAYAG,RAPE,2024, 10 
TAMAYONG,RAPE,2024, 9 
BARANGAY 37-D,rape,2024,10
" PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)  ",RAPE,2024,8
BARANGAY 37-D,RAPE,2024,8
 CALINAN (POB.)  ,RAPE,2024,11
DALIAO,RAPE,2024,7
40-D BOLTON ISLA,RAPE,2024,9
TUNGKALAN,RAPE, 2024 ,6
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",RAPE, 2024 ,3
MAHAYAG,rape,2024,6
EDEN,RAPE,2024, 12 
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",RAPE,2024,11
TAMBOBONG,RAPE, 2024 ,10
 40-D BOLTON ISLA  ,RAPE, 2024 ,10
 76-A (BUCANA)  ,RAPE,2024, 10 
MAHAYAG,RAPE,2024,12
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2024,4
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2024, 12 
BAGO OSHIRO,RAPE,2024,9
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2024,1
BARANGAY 5-A (POB.),RAPE,2024,5
 SIRIB  ,RAPE,2024,4
TORIL (POB.),rape, 2024 ,1
MARILOG,RAPE, 2024 ,3
BARANGAY 23-C,Rape,2024, 9 
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",RAPE,2024,9
SAN ISIDRO,RAPE, 2024 ,4
BARANGAY 14-B,RAPE,2024,12
BUHANGIN (POB.),Rape,2024,11
GUMITAN,RAPE,2024,11
SALUMAY,RAPE,2024,4
BARANGAY 17-B,rape,2024,11
SALOY,RAPE,2024,10
WANGAN,RAPE,2024, 12 
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",RAPE,2024,3
SAN ISIDRO,RAPE,2024,11
BARANGAY 32-D,RAPE,2024,2
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",rape, 2024 ,7
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2024,9
 BAO JOAQUIN  ,RAPE,2024,4
BUNAWAN (POB.),RAPE,2024,8
ILANG,RAPE,2024,9
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2024,5
TORIL (POB.),RAPE,2024,12
 TAPAK  ,RAPE, 2024 ,10
" MANDUG (BRGY UNDER PS 13, DCPO)  ",RAPE,2024,3
BAGUIO PROPER,RAPE,2024, 12 
TACUNAN,RAPE, 2024 ,10
BARANGAY 27-C,Rape, 2024 ,9
BARANGAY 17-B,Rape,2024,1
MALAGOS,RAPE,2024, 2 
"LOS AMIGOS (BRGY IS NOW UNDER PS 20, DCPO)",RAPE,2024,12
ALAMBRE,RAPE,2024,8
BUDA,RAPE,2024,8
TALOMO (POB.),RAPE,2024,12
76-A BUCANA,RAPE,2024,7
SASA,Rape,2024, 6 
ALAMBRE,RAPE,2024, 5 
LASANG,RAPE,2024,4
 BARANGAY 3-A (POB.)  ,RAPE,2024, 10 
BARANGAY 22-C,RAPE, 2024 ,2
 76-A (BUCANA)  ,RAPE,2024,9
 ALAMBRE  ,RAPE,2024, 10 
BARANGAY 18-B,rape,2024,7
GUMALANG,RAPE,2024,2
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2024,7
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",RAPE,2024,3
BARANGAY 13-B,Rape,2024,11
" MATINA APLAYA (BRGY UNDER PS 15, DCPO)  ",RAPE,2024,12
" TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)  ",RAPE,2024,6
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",RAPE,2024,11
" MAA (BRGY IS NOW UNDER ps 16, DCPO)  ",RAPE,2024,6
SASA,RAPE,2024,12
PANACAN,RAPE,2024,8
MAGSAYSAY,RAPE,2024,7
BAGO OSHIRO,RAPE,2024, 12 
TAMAYONG,RAPE,2024,1
BAYABAS,RAPE,2024,4
74-A (MATINA CROSSING),RAPE,2024,10
"MANDUG (BRGY UNDER PS 13, DCPO)",RAPE,2024, 10 
MAGSAYSAY,RAPE,2024,11
PAMPANGA,RAPE,2024,4
74-A (MATINA CROSSING),RAPE,2024,5
" CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)  ",Rape,2024, 10 
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",Rape, 2024 ,12
" MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)  ",RAPE,2024,8
TUGBOK (POB.),RAPE, 2024 ,1
NEW VALENCIA,RAPE,2024,11
SANTO NINO,RAPE,2024,7
PAMPANGA,RAPE,2024,9
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",RAPE,2024,8
DALIAO,RAPE,2024,2
CARMEN,RAPE,2024, 9 
GUMITAN,RAPE,2024,5
SALAYSAY,RAPE,2024,6
PANACAN,RAPE,2024,11
WANGAN,rape,2024,8
"INDANGAN (BRGY UNDER PS 13, DCPO)",rape,2024,1
SAN ISIDRO,Rape,2024,7
SALAPAWAN,rape,2024,9
 74-A (MATINA CROSSING)  ,RAPE,2024,3
BARANGAY 32-D,RAPE,2024,2
BARANGAY 28-C,ROBBERY,2024,11
 TUGBOK (POB.)  ,ROBBERY,2024,10
TIGATTO,ROBBERY,2024,12
" BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)  ",ROBBERY,2024,7
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",ROBBERY,2024,8
 LASANG  ,ROBBERY,2024,9
MAPI-ILA,robbery,2024,4
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",robbery,2024,5
LAMANAN,ROBBERY,2024,4
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",ROBBERY,2024, 5 
BUHANGIN (POB.),ROBBERY,2024,2
EDEN,ROBBERY,2024, 11 
MARAPANGI,ROBBERY,2024, 11 
PAQUIBATO (POB.),ROBBERY,2024,9
LUBOGAN,ROBBERY, 2024 ,11
BUDA,ROBBERY,2024,12
BARANGAY 32-D,ROBBERY,2024,9
"MATINA CROSSING (BRGY IS NOW UNDER PS 15, DCPO)",ROBBERY,2024,12
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",ROBBERY, 2024 ,11
BANTOL,ROBBERY, 2024 ,7
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",ROBBERY,2024,2
TAMUGAN,ROBBERY, 2024 ,6
 BARANGAY 28-C  ,ROBBERY,2024,12
BAO JOAQUIN,ROBBERY,2024, 9 
BARANGAY 37-D,ROBBERY,2024,10
SALAPAWAN,ROBBERY,2024,12
TORIL (POB.),ROBBERY,2024,12
TUGBOK (POB.),ROBBERY,2024, 4 
BARANGAY 3-A (POB.),ROBBERY,2024,9
 BARANGAY 3-A (POB.)  ,ROBBERY,2024,12
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",ROBBERY,2024,5
BARANGAY 2-A (POB.),ROBBERY,2024,8
MAHAYAG,ROBBERY, 2024 ,10
PAMPANGA,ROBBERY,2024, 3 
 MATINA PANGI  ,ROBBERY,2024,7
CABANTIAN,ROBBERY,2024,2
76-A (BUCANA),ROBBERY,2024,7
LASANG,ROBBERY, 2024 ,12
MAGSAYSAY,ROBBERY, 2024 ,6
BUNAWAN (POB.),ROBBERY,2024,12
 ULAS   ,ROBBERY,2024,11
SALUMAY,ROBBERY,2024,10
BANTOL,ROBBERY,2024,4
CATALUNAN GRANDE,ROBBERY,2024,11
SALAPAWAN,ROBBERY,2024,4
SUBASTA,robbery,2024,8
 TUGBOK (POB.)  ,ROBBERY, 2024 , 4 
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",ROBBERY, 2024 ,10
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",ROBBERY,2024,4
TACUNAN,ROBBERY,2024,1
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",ROBBERY,2024,9
BAGANIHAN,ROBBERY,2024,2
TAMBOBONG,ROBBERY,2024,12
BARANGAY 39-D (POB.),ROBBERY,2024, 1 
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",ROBBERY,2024,10
MATINA PANGI,ROBBERY,2024,7
TAMAYONG,ROBBERY, 2024 ,8
TAMBOBONG,ROBBERY,2024,3
BARANGAY 13-B,ROBBERY,2024,1
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",ROBBERY,2024,9
"WAAN (BRGY UNDER ps 13, DCPO)",ROBBERY,2024,3
LASANG,ROBBERY,2024,1
BARANGAY 26-C,ROBBERY,2024,1
FATIMA (BENOWANG),ROBBERY,2024,9
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",ROBBERY,2024, 2 
"BARANGAY 8-A (POB.) (BRGY UNDER ps 14, DCPO)",ROBBERY,2024,11
BARANGAY 17-B,ROBBERY, 2024 ,2
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",ROBBERY,2024,11
SUAWAN (TULI),THEFT,2024,8
GUMALANG,THEFT,2024,8
BARANGAY 39-D (POB.),THEFT,2024,7
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2024,7
74-A (MATINA CROSSING),THEFT,2024,5
TAMUGAN,THEFT,2024,3
MALABOG,THEFT,2024,10
76-A (BUCANA),THEFT,2024,2
BARANGAY 23-C,THEFT,2024,10
BUNAWAN (POB.),THEFT,2024,12
 SALOY  ,THEFT,2024,11
LIZADA,THEFT,2024,3
 MAGSAYSAY  ,THEFT,2024, 4 
BARANGAY 37-D,THEFT, 2024 ,3
76-A (BUCANA),THEFT,2024,1
MALABOG,THEFT,2024,1
BARANGAY 23-C,THEFT,2024,10
TACUNAN,THEFT,2024,6
TAMUGAN,theft, 2024 ,5
76-A (BUCANA),THEFT,2024, 2 
BAGUIO PROPER,THEFT,2024,4
MARAPANGI,THEFT,2024,11
BANTOL,THEFT,2024,12
MARILOG,THEFT,2024,12
LAMANAN,THEFT,2024,8
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",THEFT,2024,10
 MABUHAY  ,THEFT, 2024 ,1
BARANGAY 18-B,THEFT,2024,8
MAHAYAG,THEFT,2024,12
"ACACIA (BRGY UNDER PS 13, DCPO)",THEFT,2024, 9 
LIZADA,THEFT,2024,6
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,10
 SALOY  ,THEFT,2024,12
 BINUGAO  ,THEFT,2024,10
MAGSAYSAY,THEFT,2024,12
RIVERSIDE,THEFT,2024,3
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",THEFT,2024,9
BARANGAY 39-D (POB.),THEFT,2024,11
"MAA (BRGY IS NOW UNDER ps 16, DCPO)",THEFT,2024,4
 LAMANAN  ,THEFT,2024,10
"BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)",THEFT,2024,6
CATALUNAN GRANDE,THEFT,2024,10
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",THEFT, 2024 ,4
 NEW VALENCIA  ,THEFT,2024,2
BUDA,THEFT,2024,11
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,4
" BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)  ",THEFT,2024,11
LACSON,THEFT,2024,5
BARANGAY 18-B,THEFT,2024,12
CARMEN,THEFT,2024,7
BARANGAY 26-C,THEFT,2024,12
 PANACAN  ,theft,2024,8
BUNAWAN (POB.),THEFT,2024,1
MAGSAYSAY,THEFT,2024,9
BARANGAY 14-B,THEFT,2024,4
LIZADA,Theft,2024,9
 SAN ISIDRO  ,THEFT,2024,4
 TALOMO (POB.)  ,THEFT,2024, 12 
 TIGATTO  ,THEFT,2024,12
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2024,2
 PANALUM  ,THEFT,2024,10
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2024,10
 LACSON  ,THEFT, 2024 ,4
BARANGAY 14-B,THEFT,2024,2
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2024,11
BUDA,THEFT,2024,12
BARANGAY 39-D (POB.),THEFT,2024,1
BANTOL,THEFT,2024,6
BINUGAO,Theft,2024,12
 WANGAN  ,THEFT,2024,5
" BARANGAY 9-A (POB.) (BRGY UNDER PS 14, DCPO)  ",theft,2024,7
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",THEFT,2024,9
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024, 2 
EDEN,THEFT,2024,8
PAMPANGA,THEFT,2024, 9 
"CATALUNAN PEQUENO (BRGY IS NOW UNDER ps 17, DCPO)",THEFT,2024,12
LUBOGAN,THEFT,2024,1
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",Theft,2024,5
BUDA,theft,2024,6
"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",THEFT,2024,6
CAWAYAN,THEFT, 2024 ,12
MAHAYAG,THEFT,2024,10
SALAYSAY,THEFT,2024,4
BARANGAY 22-C,THEFT,2024,12
LIZADA,THEFT,2024,9
SALOY,THEFT,2024,3
TAMBOBONG,THEFT,2024,3
VICENTE HIZON SR.,THEFT,2024,2
" TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)  ",THEFT,2024,2
BARANGAY 3-A (POB.),THEFT,2024,10
BARANGAY 28-C,THEFT,2024,1
BARANGAY 32-D,THEFT,2024,8
"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",THEFT,2024,7
BARANGAY 13-B,THEFT,2024,2
VICENTE HIZON SR.,THEFT, 2024 ,7
ALAMBRE,THEFT,2024, 10 
MARILOG,THEFT,2024,11
WINES,THEFT, 2024 ,10
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,3
MALAGOS,THEFT,2024, 9 
76-A (BUCANA),THEFT, 2024 ,4
TAMBOBONG,THEFT, 2024 ,3
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",theft,2024,3
MALABOG,THEFT, 2024 ,12
BUNAWAN (POB.),THEFT,2024,6
TALOMO RIVER,THEFT,2024, 11 
"BARANGAY 10-A (BRGY UNDER ps 14, DCPO)",THEFT, 2024 ,8
RIVERSIDE,THEFT, 2024 ,5
 NEW VALENCIA  ,THEFT,2024, 9 
MALABOG,THEFT,2024,10
CARMEN,THEFT,2024,8
" INDANGAN (BRGY UNDER PS 13, DCPO)  ",THEFT,2024,1
BARANGAY 2-A (POB.),THEFT,2024,10
BUNAWAN (POB.),THEFT,2024,10
CALINAN (POB.),theft, 2024 ,10
GUMALANG,THEFT,2024,11
" BALIOK (BRGY IS NOW UNDER PS 17, DCPO)  ",THEFT,2024,9
TAMBOBONG,THEFT,2024,9
EDEN,THEFT,2024, 12 
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,7
BARANGAY 23-C,THEFT,2024,6
TIGATTO,THEFT,2024,12
RIVERSIDE,THEFT,2024,7
 TALOMO RIVER  ,THEFT,2024, 11 
CAWAYAN,THEFT,2024,2
SUBASTA,THEFT,2024, 4 
BAYABAS,theft,2024,11
BINUGAO,THEFT,2024,8
MAHAYAG,THEFT,2024,9
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,3
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",THEFT,2024,3
 DALIAO  ,THEFT,2024,6
 TALOMO (POB.)  ,THEFT, 2024 ,11
BARANGAY 17-B,THEFT,2024, 8 
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,10
TAMAYONG,Theft,2024, 7 
BARANGAY 32-D,THEFT,2024,7
 SANTO NINO  ,THEFT,2024,8
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",THEFT,2024,8
BARANGAY 18-B,Theft,2024,8
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",THEFT, 2024 ,1
GUMALANG,THEFT,2024, 12 
MARAPANGI,THEFT,2024,12
" BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)  ",THEFT,2024,10
RIVERSIDE,THEFT,2024,2
ULAS ,THEFT,2024,8
CALINAN (POB.),THEFT,2024,9
BUNAWAN (POB.),THEFT,2024,5
SALUMAY,THEFT,2024,12
VICENTE HIZON SR.,THEFT, 2024 , 10 
 BARANGAY 2-A (POB.)  ,THEFT,2024,11
SALUMAY,THEFT, 2024 ,12
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2024,1
BUNAWAN (POB.),THEFT, 2024 ,8
MARAPANGI,THEFT,2024,5
FATIMA (BENOWANG),THEFT,2024, 8 
 PAMPANGA  ,THEFT,2024,6
"AQUINO (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,12
BARANGAY 37-D,THEFT,2024,11
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2024,11
" BALIOK (BRGY IS NOW UNDER PS 17, DCPO)  ",THEFT,2024,1
BARANGAY 28-C,THEFT,2024,2
" BAO ESCUELA (BRGY IS NOW UNDER PS 20, DCPO)  ",THEFT,2024,7
MABUHAY,THEFT,2024,7
40-D BOLTON ISLA,THEFT,2024,4
 CARMEN  ,theft,2024,10
MAHAYAG,THEFT,2024, 4 
BAGANIHAN,THEFT,2024,10
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",theft,2024,2
BANTOL,THEFT,2024,8
TAMAYONG,THEFT,2024,12
BARANGAY 14-B,THEFT,2024, 12 
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",theft,2024,2
"INDANGAN (BRGY UNDER PS 13, DCPO)",THEFT,2024,10
LUBOGAN,theft,2024,12
"MANUEL GUIANGA (BRGY IS NOW UNDER PS 20, DCPO)",THEFT,2024,2
TORIL (POB.),THEFT,2024,12
NEW VALENCIA,theft,2024,7
" DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)  ",THEFT,2024,7
 GUMALANG  ,THEFT, 2024 ,6
TUNGKALAN,THEFT,2024,10
BARANGAY 5-A (POB.),THEFT,2024, 1 
BARANGAY 32-D,theft,2024,2
EDEN,theft,2024,12
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2024,1
PAQUIBATO (POB.),THEFT, 2024 ,2
BARANGAY 17-B,Theft,2024,4
SALAYSAY,THEFT, 2024 ,11
BANGKAS HEIGHTS,THEFT,2024,7
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,7
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2024,5
ALAMBRE,THEFT,2024,12
BARANGAY 14-B,THEFT,2024,10
RIVERSIDE,THEFT,2024,11
 LACSON  ,THEFT,2024,7
" BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)  ",THEFT,2024,11
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",THEFT, 2024 ,10
 SALOY  ,THEFT,2024,11
CARMEN,THEFT, 2024 ,10
"AGDAO PROPER (BRGY IS NOW UNDER PS 18, DCPO)",theft,2024,4
LASANG,THEFT,2024, 12 
SAN ISIDRO,THEFT,2024,4
TAPAK,theft,2024,10
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2024, 11 
CATALUNAN GRANDE,THEFT,2024, 2 
BARANGAY 5-A (POB.),theft, 2024 ,8
MINTAL,THEFT,2024,12
MARAPANGI,THEFT,2024,8
BUHANGIN (POB.),THEFT, 2024 ,1
MINTAL,THEFT,2024,6
MARILOG,theft,2024,12
SALAPAWAN,THEFT,2024,5
BARANGAY 14-B,Theft,2024,6
SIRIB,THEFT,2024,4
"INDANGAN (BRGY UNDER PS 13, DCPO)",THEFT,2024,9
TAMUGAN,THEFT,2024,11
 LACSON  ,THEFT,2024,12
SUBASTA,THEFT,2024,11
 TALOMO (POB.)  ,THEFT,2024,10
MARAPANGI,THEFT,2024,11
"WAAN (BRGY UNDER ps 13, DCPO)",THEFT,2024, 12 
"BALENGAENG (BRGY IS NOW UNDER PS 20, DCPO)",THEFT, 2024 ,6
WANGAN,THEFT,2024, 12 
MARAPANGI,Theft,2024,11
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2024,9
 ULAS   ,THEFT,2024,7
 WINES  ,THEFT,2024,2
 TORIL (POB.)  ,THEFT,2024,7
WANGAN,theft, 2024 ,9
MATINA PANGI,THEFT,2024,12
ULAS ,THEFT, 2024 ,6
TALOMO RIVER,THEFT,2024,3
BANGKAS HEIGHTS,THEFT,2024,12
 BUDA  ,THEFT,2024,12
TALOMO RIVER,THEFT,2024,5
SANTO NINO,theft,2024, 1 
" DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)  ",THEFT,2024,3
MALAGOS,THEFT,2024,4
 SALAPAWAN  ,Theft,2024,11
SALAYSAY,THEFT,2024,3
PANACAN,THEFT,2024,1
CABANTIAN,THEFT,2024,10
TORIL (POB.),THEFT,2024,7
BARANGAY 17-B,THEFT,2024,1
SUBASTA,THEFT,2024,12
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",THEFT, 2024 ,9
"TAGURANO (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2024, 12 
 SUBASTA  ,THEFT,2024,9
WANGAN,THEFT,2024,1
TORIL (POB.),THEFT,2024,12
PANALUM,THEFT,2024,4
BUNAWAN (POB.),THEFT,2024,9
TALOMO RIVER,THEFT,2024,2
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",THEFT,2024,2
SALUMAY,THEFT, 2024 ,9
BARANGAY 3-A (POB.),THEFT,2024,10
BUNAWAN (POB.),THEFT,2024,6
BARANGAY 39-D (POB.),THEFT,2024,3
SALOY,THEFT,2024,9
76-A (BUCANA),theft,2024,12
BAGANIHAN,THEFT,2024,12
"MATINA APLAYA (BRGY UNDER PS 15, DCPO)",THEFT,2024,6
"LAPU-LAPU(BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,3
"BARANGAY 20-B (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,3
"SAN ANTONIO (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,7
 CAWAYAN  ,THEFT,2024,11
 TUNGKALAN  ,THEFT,2024,6
MARILOG,theft,2024,3
"DUMOY (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2024,1
 BARANGAY 14-B  ,THEFT,2024,1
BARANGAY 18-B,THEFT,2024,6
BARANGAY 3-A (POB.),THEFT,2024,10
76-A BUCANA,THEFT,2024,10
DALIAO,THEFT,2024,1
MATINA PANGI,THEFT, 2024 ,4
BARANGAY 11-A,THEFT,2024,8
LACSON,Theft,2024,6
CABANTIAN,THEFT, 2024 ,10
BARANGAY 37-D,THEFT,2024,11
LASANG,THEFT,2024,8
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",THEFT,2024,12
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",THEFT,2024,5
"BAGO APLAYA (BRGY IS NOW UNDER PS 17, DCPO)",THEFT,2024,10
ILANG,THEFT,2024,11
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,12
BUNAWAN (POB.),THEFT,2024,12
MALABOG,THEFT,2024,4
" MAA (BRGY IS NOW UNDER ps 16, DCPO)  ",THEFT,2024, 8 
"TIBULOY (BRGY IS NOW UNDER PS 19, DCPO)",THEFT, 2024 ,9
"TALANDANG (BRGY IS NOW UNDER PS 20, DCPO)",Theft,2024,8
SALAYSAY,theft,2024,8
 74-A (MATINA CROSSING)  ,THEFT,2024,5
"DUTERTE (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,6
 BARANGAY 38-D (OB.)  ,THEFT,2024,11
"CATIGAN (BRGY IS NOW UNDER ps 19, DCPO)",THEFT,2024, 2 
"MANDUG (BRGY UNDER PS 13, DCPO)",THEFT,2024,2
SUAWAN (TULI),THEFT,2024,9
"INDANGAN (BRGY UNDER PS 13, DCPO)",THEFT,2024,2
PAMPANGA,THEFT,2024,11
CABANTIAN,THEFT, 2024 ,7
"INDANGAN (BRGY UNDER PS 13, DCPO)",THEFT,2024,2
TALOMO RIVER,THEFT,2024,4
SALAPAWAN,THEFT,2024,12
TAPAK,THEFT, 2024 ,12
 WANGAN  ,THEFT,2024,10
"BARANGAY 19-B (POB.) (BRGY UNDER ps 14, DCPO)",theft,2024,7
 LACSON  ,THEFT,2024,5
SAN ISIDRO,theft,2024,10
TAPAK,THEFT,2024,12
"INDANGAN (BRGY UNDER PS 13, DCPO)",THEFT,2024, 12 
"PACIANO BANGOY (BRGY IS NOW UNDER PS 18, DCPO)",THEFT,2024,11
"MANDUG (BRGY UNDER PS 13, DCPO)",THEFT,2024,6
ILANG,CARNAPPING_MV,2024,7
BARANGAY 18-B,CARNAPPING_MC,2024, 1 
MAPI-ILA,CARNAPPING_MC,2024,2
"CENTRO (SAN JUAN) (BRGY IS NOW UNDER PS 18, DCPO)",CARNAPPING_MC, 2024 ,1
ALAMBRE,CARNAPPING_MC, 2024 ,8
COMMUNAL,Carnapping_Mc,2024, 2 
 MALABOG  ,CARNAPPING_MC,2024,1
"TOMAS MONTEVERDE, SR. (BRGY IS NOW UNDER PS 18, DCPO)",CARNAPPING_MC,2024,7
MULIG,CARNAPPING_MC,2024, 9 
SUBASTA,CARNAPPING_MC,2024,4
 BAGANIHAN  ,CARNAPPING_MC,2024,2
PAQUIBATO (POB.),CARNAPPING_MC,2024,10
TUNGKALAN,CARNAPPING_MC,2024,8
BARANGAY 11-A,CARNAPPING_MC,2024,2
SALAYSAY,CARNAPPING_MC,2024, 11 
LASANG,CARNAPPING_MC,2024,9
"MAGTUOD (BRGY IS NOW UNDER ps 16, DCPO)",CARNAPPING_MC,2024,9
BUDA,Carnapping_Mc, 2024 ,12
MULIG,carnapping_mc, 2024 ,10
"MANDUG (BRGY UNDER PS 13, DCPO)",MURDER,2025,8
NEW VALENCIA,MURDER,2025,5
BARANGAY 23-C,MURDER,2025,11
 TAMUGAN  ,MURDER,2025, 2 
SUBASTA,MURDER,2025,2
BINUGAO,MURDER, 2025 ,1
TAPAK,MURDER, 2025 ,10
SAN ISIDRO,MURDER,2025,7
MULIG,murder,2025,8
BAGUIO PROPER,MURDER,2025,11
CARMEN,murder,2025,7
BARANGAY 2-A (POB.),MURDER,2025,5
RIVERSIDE,MURDER,2025,10
"ANGALAN (BRGY IS NOW UNDER PS 20, DCPO)",MURDER,2025,10
LACSON,MURDER,2025,9
WINES,Murder,2025,10
CATALUNAN GRANDE,MURDER,2025,12
SUBASTA,MURDER,2025,8
NEW VALENCIA,murder,2025,8
BARANGAY 38-D (OB.),MURDER,2025,7
TUNGKALAN,murder,2025,10
40-D BOLTON ISLA,Murder,2025,8
