GU,Date,offense,Count
BARANGAY 13-B,2021-11-01,RAPE,20
MANDUG,2021-11-01,VANDALISM,14
40-D BOLTON ISLA,2021-11-01,THEFT,16
SAN ISIDRO,2021-11-01,MURDER,24
TOMAS MONTEVERDE,2021-11-01,ILLEGAL POSSESSION OF FIREARMS,3
BARANGAY 19-B,2021-11-01,HOMICIDE,19
LAMANAN,2021-11-01,VANDALISM,14
VICENTE HIZON,2021-11-01,DRUG-RELATED,21
NEW VALENCIA,2021-11-01,PHYSICAL INJURY,13
BAGO OSHIRO,2021-11-01,CARNAPPING,6
TORIL,2021-11-01,VANDALISM,20
40-D BOLTON ISLA,2021-11-01,CHILD ABUSE,10
SALUMAY,2021-11-01,RAPE,16
BARANGAY 13-B,2021-11-01,RAPE,12
LAPU-LAPU,2021-11-01,DRUG-RELATED,18
BARANGAY 14-B,2021-11-01,PHYSICAL INJURY,5
BARANGAY 11-A,2021-11-01,VANDALISM,24
GUMITAN,2021-11-01,ROBBERY,8
BARANGAY 28-C,2021-11-01,CHILD ABUSE,10
TAPAK,2021-11-01,ILLEGAL GAMBLING,21
SALOY,2021-11-01,ILLEGAL GAMBLING,22
CATALUNAN GRANDE,2021-11-01,HOMICIDE,3
TAMBOBONG,2021-11-01,CHILD ABUSE,24
CARMEN,2021-11-01,BURGLARY,22
BAGO GALLERA,2021-11-01,THEFT,13
SUAWAN,2021-11-01,THEFT,15
INDANGAN,2021-11-01,PHYSICAL INJURY,9
BANTOL,2021-11-01,ROBBERY,4
BARANGAY 9-A,2021-11-01,CHILD ABUSE,1
40-D BOLTON ISLA,2021-11-01,MURDER,8
ILANG,2021-11-01,THEFT,3
MATINA PANGI,2021-11-01,CARNAPPING,17
PAQUIBATO,2021-11-01,PHYSICAL INJURY,1
ACACIA,2021-11-01,VANDALISM,13
BARANGAY 32-D,2021-11-01,MURDER,14
CATALUNAN PEQUENO,2021-11-01,ILLEGAL GAMBLING,23
BUNAWAN,2021-11-01,RAPE,4
LASANG,2021-11-01,VANDALISM,2
BAO JOAQUIN,2021-11-01,ROBBERY,7
TIBUNGCO,2021-11-01,MURDER,15
MAGSAYSAY,2021-11-01,MURDER,8
CENTRO SAN JUAN,2021-11-01,MURDER,5
LIZADA,2021-11-01,THEFT,5
TAPAK,2021-11-01,RAPE,12
BALENGAENG,2021-11-01,PHYSICAL INJURY,1
BARANGAY 19-B,2021-12-01,BURGLARY,13
GUMITAN,2021-12-01,VANDALISM,10
BARANGAY 13-B,2021-12-01,ILLEGAL GAMBLING,14
MALAGOS,2021-12-01,CARNAPPING,21
BARANGAY 39-D,2021-12-01,CARNAPPING,24
BARANGAY 11-A,2021-12-01,HOMICIDE,10
BUDA,2021-12-01,DRUG-RELATED,2
40-D BOLTON ISLA,2021-12-01,HOMICIDE,8
WINES,2021-12-01,THEFT,14
BUNAWAN,2021-12-01,PHYSICAL INJURY,4
MATINA APLAYA,2021-12-01,PHYSICAL INJURY,19
TALANDANG,2021-12-01,DRUG-RELATED,24
BAGUIO PROPER,2021-12-01,CARNAPPING,10
BAGUIO PROPER,2021-12-01,HOMICIDE,11
MAGTUOD,2021-12-01,CHILD ABUSE,24
BARANGAY 17-B,2021-12-01,THEFT,23
COMMUNAL,2021-12-01,MURDER,6
MALAGOS,2021-12-01,VANDALISM,3
BUDA,2021-12-01,HOMICIDE,15
BUHANGIN,2021-12-01,ILLEGAL GAMBLING,18
MALAGOS,2021-12-01,CARNAPPING,9
BARANGAY 2-A,2021-12-01,MURDER,19
ANGALAN,2021-12-01,CARNAPPING,9
BANTOL,2021-12-01,MURDER,9
TACUNAN,2021-12-01,ROBBERY,13
40-D BOLTON ISLA,2021-12-01,CHILD ABUSE,15
CENTRO SAN JUAN,2021-12-01,ROBBERY,3
TIBUNGCO,2021-12-01,THEFT,18
EDEN,2021-12-01,BURGLARY,17
GUMITAN,2021-12-01,ILLEGAL POSSESSION OF FIREARMS,23
TOMAS MONTEVERDE,2021-12-01,ILLEGAL GAMBLING,14
LIZADA,2021-12-01,ILLEGAL GAMBLING,6
WAAN,2021-12-01,PHYSICAL INJURY,11
SALOY,2021-12-01,ILLEGAL GAMBLING,13
WINES,2021-12-01,VANDALISM,2
BAGUIO PROPER,2021-12-01,THEFT,9
SIRIB,2021-12-01,CHILD ABUSE,7
BARANGAY 20-B,2021-12-01,ILLEGAL POSSESSION OF FIREARMS,16
TAPAK,2021-12-01,CHILD ABUSE,17
BARANGAY 37-D,2021-12-01,ILLEGAL POSSESSION OF FIREARMS,13
BARANGAY 2-A,2021-12-01,RAPE,15
TAGURANO,2021-12-01,CHILD ABUSE,8
DUTERTE,2021-12-01,THEFT,11
BALENGAENG,2021-12-01,THEFT,16
SALAPAWAN,2021-12-01,VANDALISM,7
BARANGAY 37-D,2021-12-01,CARNAPPING,2
MAA,2021-12-01,CHILD ABUSE,11
BAGO OSHIRO,2021-12-01,MURDER,18
MARILOG,2021-12-01,MURDER,3
BARANGAY 22-C,2021-12-01,THEFT,22
GUMITAN,2021-12-01,MURDER,19
AQUINO,2021-12-01,ILLEGAL GAMBLING,24
BARANGAY 9-A,2021-12-01,BURGLARY,14
GUMALANG,2021-12-01,CARNAPPING,18
GUMITAN,2021-12-01,ILLEGAL GAMBLING,21
BARANGAY 14-B,2021-12-01,RAPE,22
SALUMAY,2021-12-01,ILLEGAL POSSESSION OF FIREARMS,4
SALAYSAY,2021-12-01,ILLEGAL POSSESSION OF FIREARMS,17
LIZADA,2021-12-01,BURGLARY,20
ILANG,2021-12-01,DRUG-RELATED,7
LASANG,2021-12-01,ILLEGAL GAMBLING,16
CABANTIAN,2021-12-01,CARNAPPING,2
BAGANIHAN,2021-12-01,HOMICIDE,24
BARANGAY 38-D,2021-12-01,MURDER,13
MINTAL,2021-12-01,ILLEGAL GAMBLING,22
BUHANGIN,2021-12-01,VANDALISM,18
MATINA APLAYA,2021-12-01,DRUG-RELATED,8
AGDAO PROPER,2021-12-01,MURDER,20
TUGBOK,2021-12-01,BURGLARY,16
DUTERTE,2021-12-01,HOMICIDE,19
NEW VALENCIA,2022-01-01,DRUG-RELATED,4
TAPAK,2022-01-01,ILLEGAL GAMBLING,8
BALIOK,2022-01-01,HOMICIDE,10
CATALUNAN PEQUENO,2022-01-01,BURGLARY,20
BARANGAY 32-D,2022-01-01,ROBBERY,11
BARANGAY 13-B,2022-01-01,DRUG-RELATED,13
BARANGAY 39-D,2022-01-01,THEFT,10
SIRIB,2022-01-01,RAPE,14
MARILOG,2022-01-01,CHILD ABUSE,22
SALAYSAY,2022-01-01,VANDALISM,11
NEW VALENCIA,2022-01-01,VANDALISM,14
BUHANGIN,2022-01-01,BURGLARY,22
BARANGAY 8-A,2022-01-01,CARNAPPING,4
MULIG,2022-01-01,VANDALISM,7
BARANGAY 9-A,2022-01-01,CARNAPPING,2
BARANGAY 38-D,2022-01-01,BURGLARY,15
DUTERTE,2022-01-01,ILLEGAL POSSESSION OF FIREARMS,2
CATIGAN,2022-01-01,VANDALISM,5
SALOY,2022-01-01,HOMICIDE,7
AGDAO PROPER,2022-01-01,ILLEGAL POSSESSION OF FIREARMS,8
TAMBOBONG,2022-01-01,CARNAPPING,5
LASANG,2022-01-01,PHYSICAL INJURY,7
PACIANO BANGOY,2022-01-01,ILLEGAL POSSESSION OF FIREARMS,1
TIGATTO,2022-01-01,CHILD ABUSE,18
TIGATTO,2022-01-01,ILLEGAL POSSESSION OF FIREARMS,1
PANALUM,2022-01-01,CARNAPPING,6
BARANGAY 8-A,2022-01-01,MURDER,23
BUNAWAN,2022-01-01,MURDER,8
MARAPANGI,2022-01-01,RAPE,5
BAO JOAQUIN,2022-01-01,ROBBERY,13
TOMAS MONTEVERDE,2022-01-01,HOMICIDE,6
BARANGAY 14-B,2022-01-01,HOMICIDE,13
MARAPANGI,2022-01-01,CARNAPPING,13
SASA,2022-01-01,MURDER,3
BARANGAY 8-A,2022-01-01,CHILD ABUSE,12
LAMANAN,2022-01-01,ILLEGAL POSSESSION OF FIREARMS,20
BARANGAY 39-D,2022-01-01,DRUG-RELATED,10
MAA,2022-01-01,CHILD ABUSE,14
SAN ANTONIO,2022-01-01,ILLEGAL GAMBLING,18
TIGATTO,2022-01-01,PHYSICAL INJURY,24
SALUMAY,2022-01-01,ROBBERY,13
TALANDANG,2022-01-01,VANDALISM,9
TUGBOK,2022-01-01,PHYSICAL INJURY,2
TALOMO,2022-01-01,HOMICIDE,2
BALIOK,2022-01-01,CHILD ABUSE,1
MARAPANGI,2022-01-01,RAPE,9
BARANGAY 22-C,2022-01-01,BURGLARY,5
BARANGAY 14-B,2022-01-01,PHYSICAL INJURY,8
PANACAN,2022-01-01,RAPE,16
CATALUNAN GRANDE,2022-01-01,BURGLARY,12
MATINA CROSSING,2022-01-01,HOMICIDE,10
BAO ESCUELA,2022-01-01,HOMICIDE,24
SALAYSAY,2022-01-01,MURDER,3
BAGO APLAYA,2022-01-01,CARNAPPING,22
BAGO APLAYA,2022-01-01,ILLEGAL GAMBLING,6
EDEN,2022-01-01,RAPE,4
SASA,2022-01-01,PHYSICAL INJURY,22
BAGANIHAN,2022-01-01,MURDER,19
MARAPANGI,2022-01-01,BURGLARY,17
BARANGAY 19-B,2022-01-01,THEFT,5
BARANGAY 32-D,2022-01-01,MURDER,17
DUMOY,2022-01-01,MURDER,9
BINUGAO,2022-01-01,RAPE,7
BARANGAY 9-A,2022-01-01,ROBBERY,14
MANUEL GUIANGA,2022-01-01,MURDER,18
ACACIA,2022-01-01,BURGLARY,19
PANACAN,2022-01-01,CARNAPPING,6
BAGO APLAYA,2022-01-01,MURDER,17
BARANGAY 2-A,2022-01-01,ROBBERY,13
BARANGAY 18-B,2022-01-01,VANDALISM,1
LASANG,2022-02-01,ILLEGAL POSSESSION OF FIREARMS,3
BAGO GALLERA,2022-02-01,BURGLARY,11
BALIOK,2022-02-01,CARNAPPING,21
BARANGAY 14-B,2022-02-01,CARNAPPING,12
SUBASTA,2022-02-01,ILLEGAL GAMBLING,11
TAMUGAN,2022-02-01,MURDER,20
BAGO OSHIRO,2022-02-01,THEFT,12
MAPI-ILA,2022-02-01,THEFT,8
BALIOK,2022-02-01,PHYSICAL INJURY,10
74-A MATINA CROSSING,2022-02-01,VANDALISM,4
LASANG,2022-02-01,HOMICIDE,12
BANTOL,2022-02-01,MURDER,22
BARANGAY 3-A,2022-02-01,CHILD ABUSE,16
ILANG,2022-02-01,PHYSICAL INJURY,11
DUMOY,2022-02-01,CARNAPPING,23
SIRIB,2022-02-01,DRUG-RELATED,9
SALOY,2022-02-01,HOMICIDE,2
MAA,2022-02-01,ROBBERY,24
TIGATTO,2022-02-01,DRUG-RELATED,11
BARANGAY 2-A,2022-02-01,CARNAPPING,22
GUMITAN,2022-02-01,BURGLARY,20
LACSON,2022-02-01,VANDALISM,16
MANUEL GUIANGA,2022-02-01,CARNAPPING,10
BARANGAY 19-B,2022-02-01,THEFT,10
LOS AMIGOS,2022-02-01,ILLEGAL GAMBLING,15
BARANGAY 3-A,2022-02-01,ILLEGAL POSSESSION OF FIREARMS,2
MARILOG,2022-02-01,BURGLARY,13
BUDA,2022-02-01,VANDALISM,21
COMMUNAL,2022-02-01,CARNAPPING,15
BARANGAY 38-D,2022-02-01,CHILD ABUSE,3
40-D BOLTON ISLA,2022-02-01,CARNAPPING,24
BINUGAO,2022-02-01,ILLEGAL POSSESSION OF FIREARMS,9
MULIG,2022-02-01,THEFT,7
COMMUNAL,2022-02-01,HOMICIDE,13
BARANGAY 26-C,2022-02-01,CHILD ABUSE,5
BARANGAY 27-C,2022-02-01,BURGLARY,20
BARANGAY 27-C,2022-02-01,MURDER,11
74-A MATINA CROSSING,2022-02-01,HOMICIDE,10
TORIL,2022-02-01,DRUG-RELATED,12
MAA,2022-02-01,DRUG-RELATED,23
BARANGAY 23-C,2022-02-01,DRUG-RELATED,16
SALOY,2022-02-01,PHYSICAL INJURY,17
TALOMO RIVER,2022-02-01,ROBBERY,10
TIGATTO,2022-02-01,ROBBERY,17
RIVERSIDE,2022-02-01,CHILD ABUSE,7
MARILOG,2022-02-01,THEFT,4
BUHANGIN,2022-02-01,ILLEGAL GAMBLING,11
CATALUNAN PEQUENO,2022-02-01,ILLEGAL POSSESSION OF FIREARMS,3
LAMANAN,2022-02-01,ILLEGAL POSSESSION OF FIREARMS,10
BARANGAY 39-D,2022-02-01,ILLEGAL POSSESSION OF FIREARMS,5
MANDUG,2022-02-01,HOMICIDE,17
SALAYSAY,2022-02-01,THEFT,12
BAO JOAQUIN,2022-02-01,VANDALISM,9
DUMOY,2022-02-01,ILLEGAL GAMBLING,20
BARANGAY 13-B,2022-02-01,ILLEGAL GAMBLING,23
PANALUM,2022-02-01,PHYSICAL INJURY,10
SALUMAY,2022-02-01,HOMICIDE,22
CARMEN,2022-02-01,ILLEGAL POSSESSION OF FIREARMS,3
BAGO GALLERA,2022-02-01,MURDER,15
TIBULOY,2022-02-01,CHILD ABUSE,16
BAO ESCUELA,2022-02-01,CHILD ABUSE,11
PAMPANGA,2022-02-01,VANDALISM,16
BAGUIO PROPER,2022-02-01,CHILD ABUSE,10
BAGO OSHIRO,2022-02-01,THEFT,23
WANGAN,2022-02-01,VANDALISM,17
BARANGAY 22-C,2022-02-01,THEFT,10
BUHANGIN,2022-02-01,ROBBERY,13
BARANGAY 14-B,2022-02-01,CARNAPPING,24
MALABOG,2022-02-01,CHILD ABUSE,10
MATINA APLAYA,2022-02-01,DRUG-RELATED,7
BAO ESCUELA,2022-03-01,VANDALISM,3
MALABOG,2022-03-01,ILLEGAL POSSESSION OF FIREARMS,8
MATINA CROSSING,2022-03-01,MURDER,24
ILANG,2022-03-01,RAPE,10
TUNGKALAN,2022-03-01,THEFT,20
SUAWAN,2022-03-01,MURDER,14
TIBULOY,2022-03-01,ILLEGAL POSSESSION OF FIREARMS,13
DUTERTE,2022-03-01,THEFT,24
MARILOG,2022-03-01,VANDALISM,17
TALOMO RIVER,2022-03-01,HOMICIDE,5
SAN ANTONIO,2022-03-01,HOMICIDE,15
AGDAO PROPER,2022-03-01,THEFT,7
ALAMBRE,2022-03-01,VANDALISM,20
TALOMO,2022-03-01,ILLEGAL GAMBLING,6
SUBASTA,2022-03-01,DRUG-RELATED,20
VICENTE HIZON,2022-03-01,VANDALISM,13
BAGUIO PROPER,2022-03-01,THEFT,1
MARILOG,2022-03-01,VANDALISM,5
CARMEN,2022-03-01,BURGLARY,5
LOS AMIGOS,2022-03-01,HOMICIDE,23
BAGO APLAYA,2022-03-01,PHYSICAL INJURY,21
SANTO NINO,2022-03-01,DRUG-RELATED,10
MANDUG,2022-03-01,ROBBERY,21
WAAN,2022-03-01,DRUG-RELATED,23
PANACAN,2022-03-01,PHYSICAL INJURY,24
BALIOK,2022-03-01,CARNAPPING,17
BARANGAY 3-A,2022-03-01,PHYSICAL INJURY,4
EDEN,2022-03-01,VANDALISM,12
ILANG,2022-03-01,CHILD ABUSE,4
WAAN,2022-03-01,CHILD ABUSE,17
VICENTE HIZON,2022-03-01,CHILD ABUSE,18
BARANGAY 17-B,2022-03-01,RAPE,19
WAAN,2022-03-01,MURDER,2
BAGO APLAYA,2022-03-01,CHILD ABUSE,24
BUHANGIN,2022-03-01,MURDER,23
BAYABAS,2022-03-01,ILLEGAL POSSESSION OF FIREARMS,4
MARAPANGI,2022-03-01,MURDER,23
WINES,2022-03-01,BURGLARY,4
LASANG,2022-03-01,HOMICIDE,9
SUAWAN,2022-03-01,ILLEGAL POSSESSION OF FIREARMS,24
EDEN,2022-03-01,CHILD ABUSE,23
40-D BOLTON ISLA,2022-03-01,CHILD ABUSE,11
PAMPANGA,2022-03-01,HOMICIDE,17
CARMEN,2022-03-01,PHYSICAL INJURY,13
CATALUNAN PEQUENO,2022-03-01,ILLEGAL GAMBLING,17
BARANGAY 19-B,2022-03-01,HOMICIDE,12
TIBULOY,2022-03-01,RAPE,9
DUMOY,2022-03-01,BURGLARY,24
BARANGAY 32-D,2022-03-01,THEFT,16
BARANGAY 32-D,2022-03-01,BURGLARY,10
TUNGKALAN,2022-03-01,ROBBERY,3
ULAS,2022-03-01,MURDER,16
MATINA CROSSING,2022-03-01,CARNAPPING,24
MARAPANGI,2022-03-01,ROBBERY,24
BARANGAY 37-D,2022-03-01,VANDALISM,18
PANACAN,2022-03-01,MURDER,3
BARANGAY 5-A,2022-03-01,BURGLARY,8
ANGALAN,2022-03-01,RAPE,7
74-A MATINA CROSSING,2022-03-01,THEFT,24
SALAYSAY,2022-03-01,CHILD ABUSE,17
MINTAL,2022-03-01,MURDER,14
ANGALAN,2022-03-01,HOMICIDE,18
MINTAL,2022-03-01,CARNAPPING,7
MULIG,2022-03-01,VANDALISM,14
SANTO NINO,2022-03-01,PHYSICAL INJURY,21
BUNAWAN,2022-03-01,PHYSICAL INJURY,10
INDANGAN,2022-03-01,VANDALISM,21
LUBOGAN,2022-03-01,ILLEGAL GAMBLING,7
ALFONSO ANGLIONGTO SR,2022-03-01,BURGLARY,4
TIBULOY,2022-03-01,CARNAPPING,3
BARANGAY 13-B,2022-04-01,VANDALISM,21
WANGAN,2022-04-01,RAPE,20
TALANDANG,2022-04-01,THEFT,23
WAAN,2022-04-01,DRUG-RELATED,6
TIBULOY,2022-04-01,ILLEGAL GAMBLING,24
PANACAN,2022-04-01,CHILD ABUSE,17
ILANG,2022-04-01,VANDALISM,24
MARAPANGI,2022-04-01,VANDALISM,4
BARANGAY 22-C,2022-04-01,BURGLARY,22
TAMAYONG,2022-04-01,ROBBERY,10
BARANGAY 3-A,2022-04-01,ROBBERY,15
MABUHAY,2022-04-01,MURDER,19
LAPU-LAPU,2022-04-01,THEFT,13
TORIL,2022-04-01,PHYSICAL INJURY,4
MARAPANGI,2022-04-01,CHILD ABUSE,3
BAGUIO PROPER,2022-04-01,BURGLARY,11
LAMANAN,2022-04-01,THEFT,13
BARANGAY 28-C,2022-04-01,ILLEGAL GAMBLING,18
MARAPANGI,2022-04-01,CARNAPPING,4
ULAS,2022-04-01,THEFT,15
BANTOL,2022-04-01,RAPE,5
BARANGAY 37-D,2022-04-01,RAPE,16
BUNAWAN,2022-04-01,CHILD ABUSE,5
LAPU-LAPU,2022-04-01,PHYSICAL INJURY,12
CATALUNAN GRANDE,2022-04-01,VANDALISM,23
MAPI-ILA,2022-04-01,THEFT,20
PANACAN,2022-04-01,ROBBERY,3
CATALUNAN GRANDE,2022-04-01,THEFT,3
LUBOGAN,2022-04-01,ILLEGAL GAMBLING,9
PACIANO BANGOY,2022-04-01,VANDALISM,8
ALAMBRE,2022-04-01,THEFT,16
BARANGAY 19-B,2022-04-01,CHILD ABUSE,10
BAGO APLAYA,2022-04-01,BURGLARY,22
76-A BUCANA,2022-04-01,RAPE,8
MINTAL,2022-04-01,CARNAPPING,24
BARANGAY 11-A,2022-04-01,CHILD ABUSE,21
TOMAS MONTEVERDE,2022-04-01,CARNAPPING,4
LAPU-LAPU,2022-04-01,RAPE,20
BARANGAY 26-C,2022-04-01,VANDALISM,3
MATINA PANGI,2022-04-01,BURGLARY,5
TUGBOK,2022-04-01,RAPE,18
MATINA APLAYA,2022-04-01,MURDER,11
ULAS,2022-04-01,VANDALISM,17
MAHAYAG,2022-04-01,VANDALISM,1
SALAYSAY,2022-04-01,HOMICIDE,22
WANGAN,2022-04-01,ROBBERY,17
BUDA,2022-04-01,HOMICIDE,24
BARANGAY 17-B,2022-04-01,BURGLARY,5
40-D BOLTON ISLA,2022-04-01,PHYSICAL INJURY,7
MANDUG,2022-04-01,ILLEGAL GAMBLING,3
LIZADA,2022-04-01,RAPE,11
CATALUNAN PEQUENO,2022-04-01,RAPE,2
TUGBOK,2022-04-01,BURGLARY,23
MALAGOS,2022-04-01,ILLEGAL POSSESSION OF FIREARMS,9
BARANGAY 13-B,2022-04-01,ILLEGAL GAMBLING,17
BANTOL,2022-04-01,ROBBERY,10
WANGAN,2022-04-01,ILLEGAL POSSESSION OF FIREARMS,3
GUMITAN,2022-04-01,ROBBERY,4
MAA,2022-04-01,PHYSICAL INJURY,20
TAMUGAN,2022-04-01,THEFT,24
MINTAL,2022-04-01,ILLEGAL GAMBLING,2
MAA,2022-04-01,CARNAPPING,10
CATALUNAN PEQUENO,2022-04-01,DRUG-RELATED,17
VICENTE HIZON,2022-04-01,CARNAPPING,3
BARANGAY 20-B,2022-04-01,HOMICIDE,17
TACUNAN,2022-04-01,RAPE,17
MAGSAYSAY,2022-04-01,THEFT,18
ILANG,2022-04-01,PHYSICAL INJURY,18
TORIL,2022-04-01,RAPE,1
MATINA PANGI,2022-04-01,THEFT,9
BUNAWAN,2022-05-01,PHYSICAL INJURY,12
CARMEN,2022-05-01,THEFT,2
BARANGAY 27-C,2022-05-01,RAPE,1
COMMUNAL,2022-05-01,ILLEGAL POSSESSION OF FIREARMS,12
ACACIA,2022-05-01,DRUG-RELATED,16
CATIGAN,2022-05-01,ILLEGAL POSSESSION OF FIREARMS,20
WANGAN,2022-05-01,HOMICIDE,10
MAA,2022-05-01,ROBBERY,8
PACIANO BANGOY,2022-05-01,ILLEGAL POSSESSION OF FIREARMS,1
WAAN,2022-05-01,DRUG-RELATED,7
CENTRO SAN JUAN,2022-05-01,HOMICIDE,21
CARMEN,2022-05-01,ROBBERY,23
BARANGAY 38-D,2022-05-01,CHILD ABUSE,7
PACIANO BANGOY,2022-05-01,CHILD ABUSE,20
CARMEN,2022-05-01,DRUG-RELATED,17
RIVERSIDE,2022-05-01,DRUG-RELATED,5
GUMITAN,2022-05-01,ROBBERY,11
SALAPAWAN,2022-05-01,THEFT,24
BUHANGIN,2022-05-01,HOMICIDE,24
TAMUGAN,2022-05-01,CARNAPPING,14
BARANGAY 32-D,2022-05-01,PHYSICAL INJURY,3
ACACIA,2022-05-01,VANDALISM,9
BARANGAY 14-B,2022-05-01,DRUG-RELATED,14
PANALUM,2022-05-01,VANDALISM,17
PANALUM,2022-05-01,ROBBERY,14
BARANGAY 17-B,2022-05-01,PHYSICAL INJURY,16
BAGO APLAYA,2022-05-01,BURGLARY,14
ALFONSO ANGLIONGTO SR,2022-05-01,MURDER,8
PANALUM,2022-05-01,THEFT,14
ULAS,2022-05-01,ILLEGAL GAMBLING,22
BUDA,2022-05-01,MURDER,8
BARANGAY 26-C,2022-05-01,BURGLARY,4
FATIMA,2022-05-01,CARNAPPING,21
SALAPAWAN,2022-05-01,THEFT,24
DUMOY,2022-05-01,MURDER,5
BARANGAY 8-A,2022-05-01,VANDALISM,5
74-A MATINA CROSSING,2022-05-01,PHYSICAL INJURY,11
MAGSAYSAY,2022-05-01,PHYSICAL INJURY,9
BAYABAS,2022-05-01,CARNAPPING,22
SALAPAWAN,2022-05-01,MURDER,2
BARANGAY 20-B,2022-05-01,ILLEGAL GAMBLING,24
BARANGAY 32-D,2022-05-01,MURDER,22
WINES,2022-05-01,VANDALISM,1
TALANDANG,2022-05-01,HOMICIDE,21
SUAWAN,2022-05-01,BURGLARY,21
TIBUNGCO,2022-05-01,BURGLARY,19
TORIL,2022-05-01,DRUG-RELATED,24
BARANGAY 13-B,2022-05-01,CHILD ABUSE,10
CATIGAN,2022-05-01,THEFT,20
SAN ISIDRO,2022-05-01,ILLEGAL GAMBLING,15
SIRIB,2022-05-01,BURGLARY,10
LOS AMIGOS,2022-05-01,ILLEGAL POSSESSION OF FIREARMS,10
BARANGAY 14-B,2022-05-01,PHYSICAL INJURY,4
BARANGAY 17-B,2022-05-01,RAPE,15
LOS AMIGOS,2022-05-01,ROBBERY,11
BUDA,2022-05-01,CHILD ABUSE,24
MATINA PANGI,2022-05-01,HOMICIDE,18
ALAMBRE,2022-05-01,RAPE,19
74-A MATINA CROSSING,2022-05-01,HOMICIDE,24
LIZADA,2022-05-01,PHYSICAL INJURY,16
WANGAN,2022-05-01,CARNAPPING,12
MATINA CROSSING,2022-05-01,VANDALISM,11
ANGALAN,2022-05-01,BURGLARY,7
ACACIA,2022-05-01,ROBBERY,19
TIGATTO,2022-05-01,CARNAPPING,23
BUDA,2022-05-01,PHYSICAL INJURY,19
BARANGAY 39-D,2022-05-01,PHYSICAL INJURY,19
SASA,2022-05-01,CARNAPPING,14
MATINA CROSSING,2022-05-01,HOMICIDE,6
MALAGOS,2022-05-01,CHILD ABUSE,18
FATIMA,2022-06-01,PHYSICAL INJURY,18
PAQUIBATO,2022-06-01,DRUG-RELATED,12
CATALUNAN GRANDE,2022-06-01,MURDER,15
PACIANO BANGOY,2022-06-01,VANDALISM,8
SIRIB,2022-06-01,PHYSICAL INJURY,13
TALANDANG,2022-06-01,BURGLARY,15
BUNAWAN,2022-06-01,THEFT,2
TOMAS MONTEVERDE,2022-06-01,HOMICIDE,13
MAGSAYSAY,2022-06-01,MURDER,13
40-D BOLTON ISLA,2022-06-01,ILLEGAL POSSESSION OF FIREARMS,18
AQUINO,2022-06-01,RAPE,23
BAGO OSHIRO,2022-06-01,MURDER,10
AGDAO PROPER,2022-06-01,RAPE,10
NEW VALENCIA,2022-06-01,MURDER,20
BARANGAY 26-C,2022-06-01,MURDER,11
PANALUM,2022-06-01,MURDER,5
CARMEN,2022-06-01,MURDER,5
BARANGAY 37-D,2022-06-01,CARNAPPING,4
ANGALAN,2022-06-01,HOMICIDE,23
ALAMBRE,2022-06-01,MURDER,16
AQUINO,2022-06-01,CARNAPPING,24
AGDAO PROPER,2022-06-01,ILLEGAL GAMBLING,23
MANUEL GUIANGA,2022-06-01,ILLEGAL POSSESSION OF FIREARMS,7
BARANGAY 39-D,2022-06-01,ILLEGAL GAMBLING,16
BARANGAY 14-B,2022-06-01,BURGLARY,9
BALIOK,2022-06-01,VANDALISM,24
PANALUM,2022-06-01,RAPE,23
BARANGAY 9-A,2022-06-01,ILLEGAL POSSESSION OF FIREARMS,17
MULIG,2022-06-01,RAPE,23
BARANGAY 2-A,2022-06-01,ILLEGAL GAMBLING,15
SUBASTA,2022-06-01,ILLEGAL POSSESSION OF FIREARMS,2
CALINAN,2022-06-01,DRUG-RELATED,24
VICENTE HIZON,2022-06-01,MURDER,15
MAPI-ILA,2022-06-01,RAPE,13
BARANGAY 11-A,2022-06-01,MURDER,23
SIRIB,2022-06-01,RAPE,9
TAPAK,2022-06-01,THEFT,10
MALAGOS,2022-06-01,CARNAPPING,12
PAMPANGA,2022-06-01,HOMICIDE,24
MATINA PANGI,2022-06-01,DRUG-RELATED,9
TAMUGAN,2022-06-01,DRUG-RELATED,4
BARANGAY 18-B,2022-06-01,CHILD ABUSE,18
PANALUM,2022-06-01,DRUG-RELATED,8
PANACAN,2022-06-01,THEFT,11
BAO JOAQUIN,2022-06-01,MURDER,2
BARANGAY 17-B,2022-06-01,ROBBERY,19
BALIOK,2022-06-01,ILLEGAL POSSESSION OF FIREARMS,14
SALAPAWAN,2022-06-01,RAPE,5
SAN ANTONIO,2022-06-01,DRUG-RELATED,19
BARANGAY 27-C,2022-06-01,ILLEGAL GAMBLING,23
FATIMA,2022-06-01,VANDALISM,18
RIVERSIDE,2022-06-01,MURDER,17
COMMUNAL,2022-06-01,ROBBERY,21
40-D BOLTON ISLA,2022-06-01,ILLEGAL POSSESSION OF FIREARMS,14
MALAGOS,2022-06-01,THEFT,4
TOMAS MONTEVERDE,2022-06-01,DRUG-RELATED,24
MAHAYAG,2022-06-01,CARNAPPING,15
BARANGAY 13-B,2022-06-01,ROBBERY,14
BARANGAY 28-C,2022-06-01,BURGLARY,13
MALAGOS,2022-06-01,CARNAPPING,3
NEW VALENCIA,2022-06-01,ILLEGAL POSSESSION OF FIREARMS,13
BAYABAS,2022-06-01,RAPE,11
PANALUM,2022-06-01,PHYSICAL INJURY,24
BARANGAY 27-C,2022-06-01,ROBBERY,11
BARANGAY 13-B,2022-06-01,HOMICIDE,9
